ID,Activity
373,5
374,5
375,5
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,5
385,2
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,2
418,2
419,2
420,1
421,0
422,0
423,2
424,2
425,2
426,0
427,0
428,0
429,0
430,2
431,2
432,2
433,2
434,2
435,0
436,2
437,2
438,1
439,0
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,0
455,0
456,0
457,1
458,0
459,1
460,1
461,1
462,0
463,1
464,2
465,0
466,0
467,3
468,3
469,3
470,4
471,3
472,3
473,4
474,4
475,4
476,4
477,4
478,4
479,4
480,3
481,3
482,4
483,4
484,4
485,3
486,4
487,4
488,4
489,4
490,4
491,3
492,4
493,4
494,3
495,3
496,3
497,3
498,3
499,3
500,3
501,3
502,3
503,3
504,3
505,3
506,3
507,3
508,3
509,3
510,3
511,3
512,3
513,3
514,4
515,4
516,3
517,3
518,3
519,3
520,3
521,5
522,5
523,5
524,5
525,5
526,5
527,5
528,5
529,5
530,5
531,5
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,5
541,5
542,5
543,5
544,5
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,2
560,2
561,2
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,2
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,0
583,2
584,2
585,2
586,2
587,2
588,1
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,1
597,0
598,1
599,1
600,0
601,1
602,1
603,1
604,2
605,2
606,1
607,0
608,0
609,0
610,1
611,0
612,1
613,1
614,1
615,1
616,0
617,0
618,1
619,0
620,4
621,4
622,3
623,4
624,4
625,4
626,4
627,4
628,4
629,4
630,4
631,4
632,4
633,4
634,4
635,4
636,4
637,4
638,4
639,4
640,4
641,4
642,3
643,4
644,3
645,3
646,3
647,3
648,3
649,3
650,3
651,4
652,3
653,3
654,3
655,3
656,3
657,3
658,3
659,3
660,3
661,3
662,3
663,3
664,3
665,3
666,3
667,5
668,5
669,5
670,5
671,5
672,5
673,5
674,5
675,5
676,5
677,5
678,5
679,5
680,5
681,5
682,5
683,5
684,5
685,5
686,5
687,5
688,5
689,5
690,5
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,2
705,2
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,2
717,2
718,2
719,2
720,2
721,2
722,2
723,2
724,2
725,2
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,1
734,2
735,2
736,2
737,2
738,2
739,2
740,1
741,2
742,0
743,0
744,0
745,0
746,0
747,0
748,2
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,1
758,1
759,0
760,0
761,1
762,0
763,0
764,3
765,3
766,4
767,4
768,4
769,4
770,3
771,3
772,3
773,3
774,4
775,3
776,3
777,3
778,3
779,3
780,3
781,4
782,4
783,3
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,3
793,0
794,4
795,4
796,4
797,4
798,4
799,3
800,3
801,4
802,4
803,4
804,4
805,4
806,4
807,3
808,3
809,3
810,3
811,3
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,2
839,0
840,2
841,0
842,0
843,2
844,0
845,0
846,2
847,0
848,0
849,0
850,0
851,2
852,2
853,0
854,2
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,2
864,2
865,2
866,2
867,2
868,2
869,2
870,2
871,2
872,2
873,2
874,2
875,2
876,2
877,2
878,2
879,0
880,1
881,1
882,1
883,0
884,1
885,1
886,0
887,1
888,1
889,1
890,1
891,1
892,0
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,2
902,2
903,2
904,2
905,2
906,2
907,2
908,4
909,4
910,4
911,4
912,4
913,4
914,4
915,4
916,4
917,4
918,4
919,4
920,4
921,4
922,4
923,4
924,4
925,4
926,4
927,4
928,4
929,4
930,4
931,3
932,3
933,3
934,3
935,3
936,3
937,3
938,3
939,3
940,3
941,3
942,3
943,3
944,3
945,3
946,3
947,3
948,3
949,3
950,3
951,3
952,3
953,3
954,3
955,5
956,5
957,5
958,5
959,5
960,5
961,5
962,5
963,5
964,5
965,5
966,5
967,5
968,5
969,5
970,5
971,5
972,5
973,5
974,5
975,5
976,5
977,5
978,5
979,5
980,5
981,5
982,5
983,5
984,5
985,5
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,2
1021,2
1022,2
1023,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,2
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,0
1039,1
1040,2
1041,1
1042,0
1043,1
1044,0
1045,1
1046,0
1047,2
1048,1
1049,0
1050,1
1051,0
1052,0
1053,0
1054,0
1055,3
1056,3
1057,3
1058,3
1059,3
1060,4
1061,3
1062,3
1063,3
1064,3
1065,3
1066,3
1067,3
1068,3
1069,3
1070,3
1071,3
1072,3
1073,3
1074,3
1075,3
1076,4
1077,4
1078,4
1079,4
1080,4
1081,4
1082,4
1083,4
1084,3
1085,3
1086,3
1087,3
1088,3
1089,4
1090,4
1091,4
1092,4
1093,4
1094,4
1095,4
1096,4
1097,4
1098,4
1099,4
1100,4
1101,4
1102,3
1103,3
1104,3
1105,3
1106,5
1107,5
1108,5
1109,5
1110,5
1111,5
1112,5
1113,5
1114,5
1115,5
1116,5
1117,5
1118,5
1119,5
1120,5
1121,5
1122,5
1123,5
1124,5
1125,5
1126,5
1127,5
1128,5
1129,5
1130,5
1131,5
1132,5
1133,2
1134,2
1135,0
1136,0
1137,0
1138,0
1139,2
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,2
1148,0
1149,0
1150,0
1151,0
1152,2
1153,2
1154,0
1155,0
1156,0
1157,0
1158,0
1159,2
1160,2
1161,2
1162,2
1163,2
1164,2
1165,2
1166,2
1167,2
1168,2
1169,2
1170,2
1171,2
1172,2
1173,2
1174,2
1175,2
1176,2
1177,2
1178,1
1179,2
1180,0
1181,2
1182,2
1183,0
1184,2
1185,2
1186,1
1187,2
1188,0
1189,2
1190,0
1191,0
1192,2
1193,2
1194,1
1195,2
1196,2
1197,2
1198,1
1199,0
1200,2
1201,1
1202,4
1203,4
1204,4
1205,4
1206,4
1207,4
1208,4
1209,4
1210,4
1211,4
1212,4
1213,4
1214,4
1215,4
1216,4
1217,3
1218,4
1219,4
1220,4
1221,4
1222,4
1223,4
1224,4
1225,4
1226,4
1227,4
1228,4
1229,3
1230,3
1231,3
1232,3
1233,3
1234,3
1235,3
1236,3
1237,3
1238,3
1239,3
1240,3
1241,3
1242,3
1243,3
1244,4
1245,4
1246,3
1247,3
1248,3
1249,3
1250,4
1251,4
1252,3
1253,3
1254,4
1255,4
1256,4
1257,5
1258,5
1259,5
1260,5
1261,5
1262,5
1263,5
1264,5
1265,5
1266,5
1267,5
1268,5
1269,5
1270,5
1271,5
1272,5
1273,5
1274,5
1275,5
1276,5
1277,5
1278,5
1279,5
1280,5
1281,5
1282,5
1283,5
1284,2
1285,2
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,2
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,2
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,2
1312,2
1313,2
1314,2
1315,2
1316,2
1317,2
1318,2
1319,2
1320,2
1321,2
1322,1
1323,1
1324,2
1325,2
1326,2
1327,2
1328,2
1329,2
1330,2
1331,0
1332,0
1333,2
1334,2
1335,2
1336,2
1337,1
1338,1
1339,1
1340,0
1341,1
1342,2
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,0
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,0
1361,1
1362,1
1363,3
1364,4
1365,4
1366,4
1367,4
1368,4
1369,4
1370,4
1371,4
1372,4
1373,4
1374,4
1375,4
1376,4
1377,4
1378,4
1379,4
1380,4
1381,4
1382,4
1383,4
1384,4
1385,4
1386,4
1387,4
1388,4
1389,4
1390,4
1391,4
1392,4
1393,4
1394,4
1395,4
1396,4
1397,3
1398,3
1399,3
1400,3
1401,3
1402,3
1403,3
1404,3
1405,3
1406,4
1407,4
1408,4
1409,4
1410,3
1411,3
1412,3
1413,4
1414,4
1415,4
1416,4
1417,3
1418,3
1419,3
1420,5
1421,5
1422,5
1423,5
1424,5
1425,5
1426,5
1427,5
1428,5
1429,5
1430,5
1431,5
1432,5
1433,5
1434,5
1435,5
1436,5
1437,5
1438,5
1439,5
1440,5
1441,5
1442,5
1443,5
1444,5
1445,5
1446,5
1447,5
1448,5
1449,5
1450,5
1451,5
1452,5
1453,2
1454,2
1455,0
1456,0
1457,2
1458,2
1459,2
1460,2
1461,2
1462,2
1463,2
1464,2
1465,2
1466,2
1467,0
1468,0
1469,2
1470,2
1471,2
1472,0
1473,2
1474,2
1475,2
1476,2
1477,2
1478,2
1479,2
1480,2
1481,2
1482,2
1483,2
1484,2
1485,2
1486,2
1487,2
1488,2
1489,2
1490,2
1491,2
1492,2
1493,2
1494,2
1495,2
1496,2
1497,1
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,0
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,0
1517,0
1518,0
1519,0
1520,1
1521,1
1522,4
1523,4
1524,4
1525,4
1526,4
1527,4
1528,4
1529,4
1530,4
1531,4
1532,4
1533,4
1534,4
1535,4
1536,4
1537,4
1538,4
1539,4
1540,4
1541,4
1542,4
1543,4
1544,4
1545,4
1546,4
1547,4
1548,4
1549,3
1550,3
1551,3
1552,3
1553,3
1554,3
1555,3
1556,3
1557,3
1558,3
1559,3
1560,3
1561,3
1562,3
1563,3
1564,4
1565,3
1566,3
1567,3
1568,3
1569,3
1570,3
1571,3
1572,3
1573,5
1574,5
1575,5
1576,5
1577,5
1578,5
1579,5
1580,5
1581,5
1582,5
1583,5
1584,5
1585,5
1586,5
1587,5
1588,5
1589,5
1590,5
1591,5
1592,5
1593,5
1594,5
1595,5
1596,5
1597,5
1598,5
1599,5
1600,5
1601,5
1602,5
1603,5
1604,5
1605,5
1606,1
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,1
1633,0
1634,0
1635,0
1636,1
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,2
1645,0
1646,2
1647,0
1648,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,2
1655,2
1656,0
1657,2
1658,0
1659,0
1660,2
1661,2
1662,2
1663,1
1664,1
1665,1
1666,0
1667,1
1668,0
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,0
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,1
1694,4
1695,4
1696,4
1697,4
1698,4
1699,4
1700,4
1701,4
1702,4
1703,4
1704,4
1705,4
1706,4
1707,4
1708,4
1709,4
1710,4
1711,4
1712,4
1713,4
1714,4
1715,4
1716,4
1717,4
1718,4
1719,4
1720,4
1721,4
1722,4
1723,4
1724,3
1725,3
1726,3
1727,3
1728,3
1729,3
1730,3
1731,3
1732,3
1733,3
1734,3
1735,3
1736,3
1737,3
1738,3
1739,3
1740,3
1741,3
1742,3
1743,3
1744,3
1745,3
1746,3
1747,3
1748,3
1749,5
1750,5
1751,5
1752,5
1753,5
1754,5
1755,5
1756,5
1757,5
1758,5
1759,5
1760,5
1761,5
1762,5
1763,5
1764,5
1765,5
1766,5
1767,5
1768,5
1769,5
1770,5
1771,5
1772,5
1773,5
1774,5
1775,5
1776,5
1777,5
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,1
1793,0
1794,0
1795,0
1796,1
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,2
1806,2
1807,2
1808,2
1809,2
1810,2
1811,2
1812,0
1813,2
1814,2
1815,0
1816,2
1817,2
1818,2
1819,2
1820,2
1821,2
1822,2
1823,2
1824,2
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,4
1850,4
1851,4
1852,4
1853,4
1854,4
1855,4
1856,4
1857,4
1858,4
1859,4
1860,4
1861,4
1862,4
1863,4
1864,4
1865,4
1866,4
1867,4
1868,4
1869,4
1870,4
1871,4
1872,4
1873,4
1874,4
1875,4
1876,4
1877,4
1878,4
1879,4
1880,4
1881,4
1882,4
1883,4
1884,4
1885,4
1886,4
1887,4
1888,4
1889,3
1890,3
1891,3
1892,3
1893,3
1894,3
1895,3
1896,3
1897,3
1898,3
1899,3
1900,3
1901,3
1902,3
1903,3
1904,3
1905,3
1906,3
1907,3
1908,3
1909,3
1910,3
1911,3
1912,3
1913,3
1914,3
1915,3
1916,3
1917,3
1918,3
1919,5
1920,5
1921,5
1922,5
1923,5
1924,5
1925,5
1926,5
1927,5
1928,5
1929,5
1930,5
1931,5
1932,5
1933,5
1934,5
1935,5
1936,5
1937,5
1938,5
1939,5
1940,5
1941,5
1942,5
1943,5
1944,5
1945,5
1946,5
1947,5
1948,5
1949,5
1950,5
1951,1
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,1
1959,1
1960,0
1961,0
1962,0
1963,0
1964,1
1965,1
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,1
1977,0
1978,0
1979,0
1980,2
1981,2
1982,1
1983,1
1984,2
1985,2
1986,1
1987,2
1988,2
1989,2
1990,1
1991,0
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,2
2001,2
2002,1
2003,0
2004,2
2005,1
2006,1
2007,2
2008,0
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,1
2017,1
2018,0
2019,0
2020,0
2021,0
2022,1
2023,1
2024,1
2025,2
2026,2
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,4
2038,4
2039,4
2040,4
2041,4
2042,4
2043,4
2044,4
2045,4
2046,4
2047,4
2048,4
2049,4
2050,4
2051,4
2052,4
2053,4
2054,4
2055,4
2056,4
2057,4
2058,4
2059,4
2060,4
2061,4
2062,4
2063,4
2064,4
2065,4
2066,4
2067,4
2068,4
2069,4
2070,3
2071,3
2072,3
2073,3
2074,3
2075,3
2076,3
2077,3
2078,3
2079,3
2080,3
2081,3
2082,3
2083,3
2084,4
2085,4
2086,3
2087,3
2088,3
2089,3
2090,3
2091,3
2092,3
2093,3
2094,3
2095,3
2096,3
2097,5
2098,5
2099,5
2100,5
2101,5
2102,5
2103,5
2104,5
2105,5
2106,5
2107,5
2108,5
2109,5
2110,5
2111,5
2112,5
2113,5
2114,5
2115,5
2116,5
2117,5
2118,5
2119,5
2120,5
2121,5
2122,5
2123,5
2124,5
2125,5
2126,5
2127,5
2128,5
2129,5
2130,1
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,0
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,2
2159,1
2160,1
2161,2
2162,2
2163,1
2164,1
2165,2
2166,0
2167,0
2168,0
2169,0
2170,1
2171,1
2172,1
2173,0
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,0
2182,1
2183,1
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,0
2192,1
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,0
2205,0
2206,0
2207,2
2208,2
2209,1
2210,1
2211,2
2212,2
2213,4
2214,4
2215,4
2216,4
2217,4
2218,4
2219,4
2220,4
2221,4
2222,4
2223,4
2224,4
2225,4
2226,4
2227,4
2228,4
2229,4
2230,4
2231,4
2232,4
2233,4
2234,4
2235,4
2236,4
2237,4
2238,4
2239,4
2240,4
2241,4
2242,4
2243,4
2244,4
2245,4
2246,4
2247,4
2248,4
2249,4
2250,4
2251,3
2252,3
2253,3
2254,3
2255,3
2256,3
2257,3
2258,3
2259,3
2260,3
2261,3
2262,3
2263,3
2264,3
2265,3
2266,3
2267,3
2268,3
2269,3
2270,3
2271,3
2272,3
2273,3
2274,3
2275,3
2276,3
2277,4
2278,3
2279,3
2280,4
2281,3
2282,3
2283,3
2284,3
2285,3
2286,3
2287,5
2288,5
2289,5
2290,5
2291,5
2292,5
2293,5
2294,5
2295,5
2296,5
2297,5
2298,5
2299,5
2300,5
2301,5
2302,5
2303,5
2304,5
2305,5
2306,5
2307,5
2308,5
2309,5
2310,5
2311,5
2312,5
2313,5
2314,5
2315,5
2316,5
2317,5
2318,0
2319,0
2320,1
2321,1
2322,0
2323,0
2324,1
2325,0
2326,0
2327,1
2328,0
2329,0
2330,0
2331,0
2332,1
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,1
2342,1
2343,1
2344,0
2345,2
2346,2
2347,2
2348,2
2349,2
2350,2
2351,2
2352,2
2353,0
2354,2
2355,2
2356,0
2357,2
2358,2
2359,2
2360,0
2361,0
2362,1
2363,2
2364,0
2365,1
2366,2
2367,1
2368,1
2369,1
2370,1
2371,2
2372,2
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,0
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,4
2394,4
2395,4
2396,4
2397,4
2398,4
2399,4
2400,4
2401,4
2402,4
2403,4
2404,4
2405,4
2406,4
2407,4
2408,4
2409,4
2410,4
2411,4
2412,4
2413,4
2414,4
2415,4
2416,4
2417,4
2418,4
2419,4
2420,4
2421,4
2422,4
2423,4
2424,4
2425,4
2426,4
2427,4
2428,3
2429,3
2430,3
2431,3
2432,3
2433,3
2434,3
2435,3
2436,3
2437,3
2438,3
2439,3
2440,3
2441,3
2442,3
2443,3
2444,3
2445,3
2446,3
2447,3
2448,3
2449,3
2450,3
2451,3
2452,3
2453,3
2454,3
2455,3
2456,3
2457,3
2458,5
2459,5
2460,5
2461,5
2462,5
2463,5
2464,5
2465,5
2466,5
2467,5
2468,5
2469,5
2470,5
2471,5
2472,5
2473,5
2474,5
2475,5
2476,5
2477,5
2478,5
2479,5
2480,5
2481,5
2482,5
2483,5
2484,5
2485,5
2486,5
2487,5
2488,5
2489,5
2490,5
2491,5
2492,5
2493,5
2494,5
2495,0
2496,1
2497,0
2498,1
2499,1
2500,1
2501,1
2502,0
2503,1
2504,1
2505,1
2506,1
2507,0
2508,2
2509,0
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,2
2520,2
2521,2
2522,2
2523,2
2524,2
2525,2
2526,2
2527,0
2528,2
2529,2
2530,2
2531,2
2532,2
2533,2
2534,0
2535,0
2536,0
2537,0
2538,2
2539,2
2540,2
2541,2
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,1
2555,0
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,1
2567,4
2568,4
2569,4
2570,4
2571,4
2572,4
2573,4
2574,4
2575,4
2576,4
2577,4
2578,4
2579,4
2580,4
2581,4
2582,4
2583,4
2584,4
2585,3
2586,3
2587,4
2588,4
2589,4
2590,4
2591,4
2592,3
2593,3
2594,4
2595,4
2596,4
2597,3
2598,3
2599,4
2600,3
2601,3
2602,3
2603,3
2604,3
2605,3
2606,3
2607,3
2608,3
2609,3
2610,3
2611,3
2612,3
2613,3
2614,3
2615,3
2616,3
2617,3
2618,3
2619,3
2620,3
2621,3
2622,3
2623,3
2624,3
2625,3
2626,3
2627,3
2628,3
2629,3
2630,3
2631,3
2632,3
2633,3
2634,5
2635,5
2636,5
2637,5
2638,5
2639,5
2640,5
2641,5
2642,5
2643,5
2644,5
2645,5
2646,5
2647,5
2648,5
2649,5
2650,5
2651,5
2652,5
2653,5
2654,5
2655,5
2656,5
2657,5
2658,5
2659,5
2660,5
2661,5
2662,5
2663,5
2664,5
2665,5
2666,5
2667,5
2668,5
2669,5
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,2
2685,2
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,2
2699,2
2700,2
2701,2
2702,2
2703,2
2704,2
2705,2
2706,2
2707,2
2708,2
2709,2
2710,2
2711,2
2712,2
2713,2
2714,2
2715,2
2716,2
2717,2
2718,2
2719,1
2720,2
2721,2
2722,2
2723,2
2724,2
2725,0
2726,0
2727,0
2728,1
2729,1
2730,0
2731,0
2732,0
2733,0
2734,1
2735,1
2736,0
2737,0
2738,1
2739,0
2740,0
2741,0
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,1
2753,0
2754,4
2755,4
2756,3
2757,4
2758,4
2759,4
2760,4
2761,4
2762,4
2763,4
2764,4
2765,4
2766,4
2767,4
2768,4
2769,4
2770,4
2771,4
2772,4
2773,3
2774,3
2775,3
2776,3
2777,3
2778,3
2779,3
2780,3
2781,3
2782,3
2783,3
2784,3
2785,4
2786,4
2787,3
2788,3
2789,4
2790,3
2791,3
2792,3
2793,3
2794,3
2795,3
2796,3
2797,3
2798,3
2799,3
2800,3
2801,3
2802,3
2803,3
2804,3
2805,3
2806,3
2807,3
2808,3
2809,3
2810,3
2811,3
2812,3
2813,3
2814,3
2815,3
2816,3
2817,3
2818,3
2819,3
2820,3
2821,3
2822,3
2823,3
2824,5
2825,5
2826,5
2827,5
2828,5
2829,5
2830,5
2831,5
2832,5
2833,5
2834,5
2835,5
2836,5
2837,5
2838,5
2839,5
2840,5
2841,5
2842,5
2843,5
2844,5
2845,5
2846,5
2847,5
2848,5
2849,5
2850,5
2851,5
2852,5
2853,5
2854,5
2855,5
2856,5
2857,5
2858,5
2859,5
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,2
2891,2
2892,0
2893,2
2894,2
2895,2
2896,0
2897,2
2898,2
2899,0
2900,2
2901,2
2902,2
2903,2
2904,2
2905,0
2906,2
2907,2
2908,2
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,1
2916,1
2917,1
2918,0
2919,1
2920,1
2921,1
2922,0
2923,0
2924,1
2925,0
2926,1
2927,1
2928,1
2929,2
2930,2
2931,2
2932,2
2933,2
2934,2
2935,2
2936,2
2937,2
2938,1
2939,1
2940,1
2941,0
2942,0
2943,1
2944,1
2945,1
2946,1
2947,1
